HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url1,Input.image_url2,Answer.taskAnswers,Approve,Reject
38EHZ67RIM777KTDCED2NQY905RGMK,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:10:54 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:10:54 PST 2020,,,3UN61F00HX42ANFFQSVUUCXH8QV5RK,A2W2AP0ULMY38G,Submitted,Thu Nov 12 16:59:49 PST 2020,Thu Nov 12 17:00:04 PST 2020,Sun Nov 15 17:00:04 PST 2020,,,,15,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/27_Ours.png,https://yzhouas.github.io/MHIP/All_box/27_APAP.png,"[{""Image"":{""img1"":true,""img2"":false}}]",,
38EHZ67RIM777KTDCED2NQY905RGMK,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:10:54 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:10:54 PST 2020,,,3VELCLL3GLY6JF9NYATOAX6HTLZF1Z,AIH7C1VQF6HHZ,Submitted,Thu Nov 12 15:31:28 PST 2020,Thu Nov 12 15:31:48 PST 2020,Sun Nov 15 15:31:48 PST 2020,,,,20,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/27_Ours.png,https://yzhouas.github.io/MHIP/All_box/27_APAP.png,"[{""Image"":{""img1"":true,""img2"":false}}]",,
38EHZ67RIM777KTDCED2NQY905RGMK,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:10:54 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:10:54 PST 2020,,,3YT88D1N09DD94FGMPY4E3DJZ1S3KF,A1FNNL4YJGBU8U,Submitted,Thu Nov 12 15:17:31 PST 2020,Thu Nov 12 15:18:56 PST 2020,Sun Nov 15 15:18:56 PST 2020,,,,85,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/27_Ours.png,https://yzhouas.github.io/MHIP/All_box/27_APAP.png,"[{""Image"":{""img1"":true,""img2"":false}}]",,
38EHZ67RIM777KTDCED2NQY905RGMK,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:10:54 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:10:54 PST 2020,,,3ZQIG0FLQFVOGDBGVDNDL9ZXDT4VWC,A1XM3URUD94QOV,Submitted,Thu Nov 12 16:20:57 PST 2020,Thu Nov 12 16:21:57 PST 2020,Sun Nov 15 16:21:57 PST 2020,,,,60,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/27_Ours.png,https://yzhouas.github.io/MHIP/All_box/27_APAP.png,"[{""Image"":{""img1"":true,""img2"":false}}]",,
3PKJ68EHDNBV68I3TNISSYITBB9JHI,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:10:54 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:10:54 PST 2020,,,32Q90QCQ1T0GJ2VDB9F0XUHGQROEKP,A1MC3CCKEU9UTR,Submitted,Thu Nov 12 15:53:56 PST 2020,Thu Nov 12 15:54:10 PST 2020,Sun Nov 15 15:54:10 PST 2020,,,,14,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/78_Ours.png,https://yzhouas.github.io/MHIP/All_box/78_DVI.png,"[{""Image"":{""img1"":false,""img2"":true}}]",,
3PKJ68EHDNBV68I3TNISSYITBB9JHI,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:10:54 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:10:54 PST 2020,,,33F859I567SRA9ILVXADJUV3VDJHB0,A34JT9RNHPBH31,Submitted,Thu Nov 12 17:03:02 PST 2020,Thu Nov 12 17:03:12 PST 2020,Sun Nov 15 17:03:12 PST 2020,,,,10,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/78_Ours.png,https://yzhouas.github.io/MHIP/All_box/78_DVI.png,"[{""Image"":{""img1"":false,""img2"":true}}]",,
3PKJ68EHDNBV68I3TNISSYITBB9JHI,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:10:54 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:10:54 PST 2020,,,352YTHGROWS7PAXCGI0QBGPXLL24HH,A1U25HALON1LY6,Submitted,Thu Nov 12 17:01:44 PST 2020,Thu Nov 12 17:01:55 PST 2020,Sun Nov 15 17:01:55 PST 2020,,,,11,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/78_Ours.png,https://yzhouas.github.io/MHIP/All_box/78_DVI.png,"[{""Image"":{""img1"":false,""img2"":true}}]",,
3PKJ68EHDNBV68I3TNISSYITBB9JHI,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:10:54 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:10:54 PST 2020,,,3OSWBBLG1FCHBWGKEXJ5H67XMO7XD9,A9IQ8ED0WSB77,Submitted,Thu Nov 12 16:27:57 PST 2020,Thu Nov 12 16:28:13 PST 2020,Sun Nov 15 16:28:13 PST 2020,,,,16,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/78_Ours.png,https://yzhouas.github.io/MHIP/All_box/78_DVI.png,"[{""Image"":{""img1"":false,""img2"":true}}]",,
3PKJ68EHDNBV68I3TNISSYITBB9JHI,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:10:54 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:10:54 PST 2020,,,3SNLUL3WO528S4AHM966GCGY1FXULZ,A1LK8J9O8U4TK9,Submitted,Thu Nov 12 16:53:58 PST 2020,Thu Nov 12 16:54:03 PST 2020,Sun Nov 15 16:54:03 PST 2020,,,,5,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/78_Ours.png,https://yzhouas.github.io/MHIP/All_box/78_DVI.png,"[{""Image"":{""img1"":false,""img2"":true}}]",,
3PKJ68EHDNBV68I3TNISSYITBB9JHI,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:10:54 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:10:54 PST 2020,,,3WMOAN2SRCCYTJ223CWQPQM6KH3NVG,A1Z1U7HLU0K6JU,Submitted,Thu Nov 12 16:36:07 PST 2020,Thu Nov 12 16:38:25 PST 2020,Sun Nov 15 16:38:25 PST 2020,,,,138,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/78_Ours.png,https://yzhouas.github.io/MHIP/All_box/78_DVI.png,"[{""Image"":{""img1"":false,""img2"":true}}]",,
3PKJ68EHDNBV68I3TNISSYITBB9JHI,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:10:54 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:10:54 PST 2020,,,3ZR9AIQJUCOWEARGIAT55OQGZ4W047,A1XM3URUD94QOV,Submitted,Thu Nov 12 16:38:26 PST 2020,Thu Nov 12 16:38:44 PST 2020,Sun Nov 15 16:38:44 PST 2020,,,,18,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/78_Ours.png,https://yzhouas.github.io/MHIP/All_box/78_DVI.png,"[{""Image"":{""img1"":false,""img2"":true}}]",,
3QGHA0EA0JF7LFFG0URBVD93IUDWBA,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:11:00 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:11:00 PST 2020,,,308Q0PEVB9S8IBE83VE2S01S7QQI9F,A1XM3URUD94QOV,Submitted,Thu Nov 12 16:34:38 PST 2020,Thu Nov 12 16:35:07 PST 2020,Sun Nov 15 16:35:07 PST 2020,,,,29,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/49_Ours.png,https://yzhouas.github.io/MHIP/All_box/49_OPN.png,"[{""Image"":{""img1"":false,""img2"":true}}]",,
3QGHA0EA0JF7LFFG0URBVD93IUDWBA,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:11:00 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:11:00 PST 2020,,,3BEFOD78W78THOYN7FG33LXT27V4MK,A1R92V4IRSZ3PB,Submitted,Thu Nov 12 16:28:06 PST 2020,Thu Nov 12 16:29:09 PST 2020,Sun Nov 15 16:29:09 PST 2020,,,,63,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/49_Ours.png,https://yzhouas.github.io/MHIP/All_box/49_OPN.png,"[{""Image"":{""img1"":true,""img2"":false}}]",,
3QGHA0EA0JF7LFFG0URBVD93IUDWBA,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:11:00 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:11:00 PST 2020,,,3H7Z272LX8MV0Z2L5N7C66TZTY5LPU,A191V7PT3DQKDP,Submitted,Thu Nov 12 16:51:30 PST 2020,Thu Nov 12 16:52:27 PST 2020,Sun Nov 15 16:52:27 PST 2020,,,,57,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/49_Ours.png,https://yzhouas.github.io/MHIP/All_box/49_OPN.png,"[{""Image"":{""img1"":true,""img2"":false}}]",,
3QGHA0EA0JF7LFFG0URBVD93IUDWBA,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:11:00 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:11:00 PST 2020,,,3IXQG4FA2UDYV302XLML6DXFC07B90,A1LK8J9O8U4TK9,Submitted,Thu Nov 12 16:40:57 PST 2020,Thu Nov 12 16:41:05 PST 2020,Sun Nov 15 16:41:05 PST 2020,,,,8,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/49_Ours.png,https://yzhouas.github.io/MHIP/All_box/49_OPN.png,"[{""Image"":{""img1"":true,""img2"":false}}]",,
3QGHA0EA0JF7LFFG0URBVD93IUDWBA,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:11:00 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:11:00 PST 2020,,,3N1FSUEFL6FQDUSAUMH0KVAZTT24D1,A1ZQSTHC4A4XNG,Submitted,Thu Nov 12 16:22:29 PST 2020,Thu Nov 12 16:22:37 PST 2020,Sun Nov 15 16:22:37 PST 2020,,,,8,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/49_Ours.png,https://yzhouas.github.io/MHIP/All_box/49_OPN.png,"[{""Image"":{""img1"":true,""img2"":false}}]",,
3QGHA0EA0JF7LFFG0URBVD93IUDWBA,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:11:00 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:11:00 PST 2020,,,3WZ36BJEV4VHFI9GVRR2XDYR670TB8,A3O0NNIW4KA2PV,Submitted,Thu Nov 12 15:46:13 PST 2020,Thu Nov 12 15:47:00 PST 2020,Sun Nov 15 15:47:00 PST 2020,,,,47,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/49_Ours.png,https://yzhouas.github.io/MHIP/All_box/49_OPN.png,"[{""Image"":{""img1"":true,""img2"":false}}]",,
3QGHA0EA0JF7LFFG0URBVD93IUDWBA,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:11:00 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:11:00 PST 2020,,,3YWRV122CTEDDXQYSKX2B7USHFP8UI,A1MC3CCKEU9UTR,Submitted,Thu Nov 12 16:02:25 PST 2020,Thu Nov 12 16:02:29 PST 2020,Sun Nov 15 16:02:29 PST 2020,,,,4,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/49_Ours.png,https://yzhouas.github.io/MHIP/All_box/49_OPN.png,"[{""Image"":{""img1"":true,""img2"":false}}]",,
3MZ3TAMYTL2C0RC07A9MU15ZL5IRIB,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:11:00 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:11:00 PST 2020,,,30BXRYBRP5CJYCGWQO69688O5EZHWE,A1U25HALON1LY6,Submitted,Thu Nov 12 16:53:07 PST 2020,Thu Nov 12 16:53:53 PST 2020,Sun Nov 15 16:53:53 PST 2020,,,,46,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/60_DVI.png,https://yzhouas.github.io/MHIP/All_box/60_Ours.png,"[{""Image"":{""img1"":false,""img2"":true}}]",,
3MZ3TAMYTL2C0RC07A9MU15ZL5IRIB,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:11:00 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:11:00 PST 2020,,,31EUONYN2WIGB42E4RW34FMBARAOVY,AWS0W79XZZ01O,Submitted,Thu Nov 12 16:47:27 PST 2020,Thu Nov 12 16:47:52 PST 2020,Sun Nov 15 16:47:52 PST 2020,,,,25,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/60_DVI.png,https://yzhouas.github.io/MHIP/All_box/60_Ours.png,"[{""Image"":{""img1"":false,""img2"":true}}]",,
3MZ3TAMYTL2C0RC07A9MU15ZL5IRIB,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:11:00 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:11:00 PST 2020,,,39DD6S19JQQB8XUZBAIAK95TU01EZB,A1MC3CCKEU9UTR,Submitted,Thu Nov 12 15:54:29 PST 2020,Thu Nov 12 15:54:34 PST 2020,Sun Nov 15 15:54:34 PST 2020,,,,5,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/60_DVI.png,https://yzhouas.github.io/MHIP/All_box/60_Ours.png,"[{""Image"":{""img1"":false,""img2"":true}}]",,
3MZ3TAMYTL2C0RC07A9MU15ZL5IRIB,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:11:00 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:11:00 PST 2020,,,3FIJLY1B6VJ907SPJC4EBTOFW2HPFR,A9IQ8ED0WSB77,Submitted,Thu Nov 12 16:42:25 PST 2020,Thu Nov 12 16:42:33 PST 2020,Sun Nov 15 16:42:33 PST 2020,,,,8,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/60_DVI.png,https://yzhouas.github.io/MHIP/All_box/60_Ours.png,"[{""Image"":{""img1"":false,""img2"":true}}]",,
3MZ3TAMYTL2C0RC07A9MU15ZL5IRIB,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:11:00 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:11:00 PST 2020,,,3TU5ZICBREGLL4JHBBDX16X3EUV8QP,A34JT9RNHPBH31,Submitted,Thu Nov 12 17:07:24 PST 2020,Thu Nov 12 17:07:34 PST 2020,Sun Nov 15 17:07:34 PST 2020,,,,10,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/60_DVI.png,https://yzhouas.github.io/MHIP/All_box/60_Ours.png,"[{""Image"":{""img1"":false,""img2"":true}}]",,
3MZ3TAMYTL2C0RC07A9MU15ZL5IRIB,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:11:00 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:11:00 PST 2020,,,3UXUOQ9OKFCPYA7HCAO5X6M3ZS37AU,AVYMEI908YXCT,Submitted,Thu Nov 12 17:08:40 PST 2020,Thu Nov 12 17:09:05 PST 2020,Sun Nov 15 17:09:05 PST 2020,,,,25,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/60_DVI.png,https://yzhouas.github.io/MHIP/All_box/60_Ours.png,"[{""Image"":{""img1"":false,""img2"":true}}]",,
3MZ3TAMYTL2C0RC07A9MU15ZL5IRIB,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:11:00 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:11:00 PST 2020,,,3VBEN272MLECRZ4CMDEQOJT2K1LSG6,A1XM3URUD94QOV,Submitted,Thu Nov 12 16:28:35 PST 2020,Thu Nov 12 16:29:34 PST 2020,Sun Nov 15 16:29:34 PST 2020,,,,59,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/60_DVI.png,https://yzhouas.github.io/MHIP/All_box/60_Ours.png,"[{""Image"":{""img1"":false,""img2"":true}}]",,
39O6Z4JLX2C1JTICFGEXY8HHUOZXVA,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:10:54 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:10:54 PST 2020,,,3A4TN5196LXAKEAR9X68UE1LDYJCH2,A34JT9RNHPBH31,Submitted,Thu Nov 12 17:02:41 PST 2020,Thu Nov 12 17:02:55 PST 2020,Sun Nov 15 17:02:55 PST 2020,,,,14,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/55_Ours.png,https://yzhouas.github.io/MHIP/All_box/55_DVI.png,"[{""Image"":{""img1"":true,""img2"":false}}]",,
39O6Z4JLX2C1JTICFGEXY8HHUOZXVA,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:10:54 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:10:54 PST 2020,,,3IUZPWIU1PMA02H4W996J0OGXVTWKN,AIH7C1VQF6HHZ,Submitted,Thu Nov 12 15:59:05 PST 2020,Thu Nov 12 15:59:31 PST 2020,Sun Nov 15 15:59:31 PST 2020,,,,26,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/55_Ours.png,https://yzhouas.github.io/MHIP/All_box/55_DVI.png,"[{""Image"":{""img1"":true,""img2"":false}}]",,
39O6Z4JLX2C1JTICFGEXY8HHUOZXVA,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:10:54 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:10:54 PST 2020,,,3JNQLM5FT51Z8S1F3PW0ATL6IOG2LR,A9IQ8ED0WSB77,Submitted,Thu Nov 12 17:05:03 PST 2020,Thu Nov 12 17:05:14 PST 2020,Sun Nov 15 17:05:14 PST 2020,,,,11,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/55_Ours.png,https://yzhouas.github.io/MHIP/All_box/55_DVI.png,"[{""Image"":{""img1"":false,""img2"":true}}]",,
39O6Z4JLX2C1JTICFGEXY8HHUOZXVA,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:10:54 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:10:54 PST 2020,,,3LUY3GC630FWLEDJ1T62N1BYYE47PB,AWS0W79XZZ01O,Submitted,Thu Nov 12 17:10:46 PST 2020,Thu Nov 12 17:14:52 PST 2020,Sun Nov 15 17:14:52 PST 2020,,,,246,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/55_Ours.png,https://yzhouas.github.io/MHIP/All_box/55_DVI.png,"[{""Image"":{""img1"":true,""img2"":false}}]",,
39O6Z4JLX2C1JTICFGEXY8HHUOZXVA,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:10:54 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:10:54 PST 2020,,,3SKRO2GZ726HZ111ZLKLQAYM1IP1KY,A1XM3URUD94QOV,Submitted,Thu Nov 12 16:22:12 PST 2020,Thu Nov 12 16:26:39 PST 2020,Sun Nov 15 16:26:39 PST 2020,,,,267,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/55_Ours.png,https://yzhouas.github.io/MHIP/All_box/55_DVI.png,"[{""Image"":{""img1"":false,""img2"":true}}]",,
39O6Z4JLX2C1JTICFGEXY8HHUOZXVA,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:10:54 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:10:54 PST 2020,,,3TY7ZAOG5GZHSCGJ32GLC5FCWQI0KT,A1ZQSTHC4A4XNG,Submitted,Thu Nov 12 16:17:49 PST 2020,Thu Nov 12 16:18:10 PST 2020,Sun Nov 15 16:18:10 PST 2020,,,,21,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/55_Ours.png,https://yzhouas.github.io/MHIP/All_box/55_DVI.png,"[{""Image"":{""img1"":false,""img2"":true}}]",,
39O6Z4JLX2C1JTICFGEXY8HHUOZXVA,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:10:54 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:10:54 PST 2020,,,3Y54SXRO1M0WBHIMVI8X23QFVSAUTT,A1MC3CCKEU9UTR,Submitted,Thu Nov 12 16:05:22 PST 2020,Thu Nov 12 16:05:27 PST 2020,Sun Nov 15 16:05:27 PST 2020,,,,5,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/55_Ours.png,https://yzhouas.github.io/MHIP/All_box/55_DVI.png,"[{""Image"":{""img1"":true,""img2"":false}}]",,
3MD8CKRQZZ28V2W6PSUM62KZYK7RJN,3PZBZMF78IYMBEES67EIR6LC8HJ9XS,Image Completion Method Evaluation,Evaluate the image completion algorithm by choosing images,"image completion, hole filling, image inpainting",$0.02 ,Thu Nov 12 15:11:00 PST 2020,7,BatchId:4249384;OriginalHitTemplateId:928390912;,300,259200,Thu Nov 19 15:11:00 PST 2020,,,39GHHAVOMG63GGS24I3BNT5CYD3J4Y,A2W2AP0ULMY38G,Submitted,Thu Nov 12 16:46:05 PST 2020,Thu Nov 12 16:46:31 PST 2020,Sun Nov 15 16:46:31 PST 2020,,,,26,0% (0/0),0% (0/0),0% (0/0),https://yzhouas.github.io/MHIP/All_box/63_ProFill.png,https://yzhouas.github.io/MHIP/All_box/63_Ours.png,"[{""Image"":{""img1"":false,""img2"":true}}]",,
